parent_directory	object_type	name	size_in_bytes 
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\venv	file	new_users.json	381
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\venv	file	new_users.pickle	164
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\venv	file	numbers.txt	261
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\venv	file	pyvenv.cfg	410
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\venv	file	results.txt	198
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\venv	file	task2.py	4131
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\venv	file	task3.py	3450
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\venv	file	task4.py	2965
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\venv	file	task5.py	2135
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\venv	file	task6.py	2054
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\venv	file	task7.py	11377
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\venv	file	task8.py	7472
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\venv	file	users.csv	42
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\venv	file	users.json	179
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\venv	file	users.pickle	87
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\venv	directory	Lib	19132561
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\venv	directory	Package	3289
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\venv	directory	Scripts	1410343
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\venv	directory	test	21757
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\venv\Lib	directory	site-packages	19132561
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\venv\Lib\site-packages	file	distutils-precedence.pth	151
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\venv\Lib\site-packages	file	setuptools-65.5.1.virtualenv	0
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\venv\Lib\site-packages	file	wheel-0.38.4.virtualenv	0
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\venv\Lib\site-packages	file	_virtualenv.pth	18
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\venv\Lib\site-packages	file	_virtualenv.py	5770
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\venv\Lib\site-packages	directory	certifi	301124
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\venv\Lib\site-packages	directory	certifi-2024.7.4.dist-info	4321
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\venv\Lib\site-packages	directory	charset_normalizer	425325
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\venv\Lib\site-packages	directory	charset_normalizer-3.3.2.dist-info	38277
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\venv\Lib\site-packages	directory	idna	599235
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\venv\Lib\site-packages	directory	idna-3.8.dist-info	12952
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\venv\Lib\site-packages	directory	pip	11315588
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\venv\Lib\site-packages	directory	pip-24.2.dist-info	81374
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\venv\Lib\site-packages	directory	pkg_resources	1862669
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\venv\Lib\site-packages	directory	requests	418390
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\venv\Lib\site-packages	directory	requests-2.32.3.dist-info	17708
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\venv\Lib\site-packages	directory	setuptools	3027307
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\venv\Lib\site-packages	directory	setuptools-65.5.1.dist-info	45895
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\venv\Lib\site-packages	directory	urllib3	837164
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\venv\Lib\site-packages	directory	urllib3-2.2.2.dist-info	12854
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\venv\Lib\site-packages	directory	wheel	95910
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\venv\Lib\site-packages	directory	wheel-0.38.4.dist-info	6262
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\venv\Lib\site-packages	directory	_distutils_hack	17341
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\venv\Lib\site-packages	directory	__pycache__	6926
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\venv\Lib\site-packages\certifi	file	cacert.pem	291528
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\venv\Lib\site-packages\certifi	file	core.py	4426
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\venv\Lib\site-packages\certifi	file	py.typed	0
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\venv\Lib\site-packages\certifi	file	__init__.py	94
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\venv\Lib\site-packages\certifi	file	__main__.py	243
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\venv\Lib\site-packages\certifi	directory	__pycache__	4833
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\venv\Lib\site-packages\certifi\__pycache__	file	core.cpython-311.pyc	3768
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\venv\Lib\site-packages\certifi\__pycache__	file	__init__.cpython-311.pyc	338
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\venv\Lib\site-packages\certifi\__pycache__	file	__main__.cpython-311.pyc	727
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\venv\Lib\site-packages\certifi-2024.7.4.dist-info	file	INSTALLER	4
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\venv\Lib\site-packages\certifi-2024.7.4.dist-info	file	LICENSE	989
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\venv\Lib\site-packages\certifi-2024.7.4.dist-info	file	METADATA	2221
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\venv\Lib\site-packages\certifi-2024.7.4.dist-info	file	RECORD	1008
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\venv\Lib\site-packages\certifi-2024.7.4.dist-info	file	top_level.txt	8
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\venv\Lib\site-packages\certifi-2024.7.4.dist-info	file	WHEEL	91
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\venv\Lib\site-packages\charset_normalizer	file	api.py	21723
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\venv\Lib\site-packages\charset_normalizer	file	cd.py	12955
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\venv\Lib\site-packages\charset_normalizer	file	constant.py	42476
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\venv\Lib\site-packages\charset_normalizer	file	legacy.py	2125
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\venv\Lib\site-packages\charset_normalizer	file	md.cp311-win_amd64.pyd	10752
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\venv\Lib\site-packages\charset_normalizer	file	md.py	20239
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\venv\Lib\site-packages\charset_normalizer	file	md__mypyc.cp311-win_amd64.pyd	119296
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\venv\Lib\site-packages\charset_normalizer	file	models.py	11964
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\venv\Lib\site-packages\charset_normalizer	file	py.typed	0
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\venv\Lib\site-packages\charset_normalizer	file	utils.py	12315
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\venv\Lib\site-packages\charset_normalizer	file	version.py	85
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\venv\Lib\site-packages\charset_normalizer	file	__init__.py	1623
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\venv\Lib\site-packages\charset_normalizer	file	__main__.py	77
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\venv\Lib\site-packages\charset_normalizer	directory	cli	22173
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\venv\Lib\site-packages\charset_normalizer	directory	__pycache__	147522
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\venv\Lib\site-packages\charset_normalizer\cli	file	__init__.py	106
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\venv\Lib\site-packages\charset_normalizer\cli	file	__main__.py	10040
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\venv\Lib\site-packages\charset_normalizer\cli	directory	__pycache__	12027
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\venv\Lib\site-packages\charset_normalizer\cli\__pycache__	file	__init__.cpython-311.pyc	315
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\venv\Lib\site-packages\charset_normalizer\cli\__pycache__	file	__main__.cpython-311.pyc	11712
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\venv\Lib\site-packages\charset_normalizer\__pycache__	file	api.cpython-311.pyc	20427
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\venv\Lib\site-packages\charset_normalizer\__pycache__	file	cd.cpython-311.pyc	16203
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\venv\Lib\site-packages\charset_normalizer\__pycache__	file	constant.cpython-311.pyc	43719
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\venv\Lib\site-packages\charset_normalizer\__pycache__	file	legacy.cpython-311.pyc	2776
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\venv\Lib\site-packages\charset_normalizer\__pycache__	file	md.cpython-311.pyc	27394
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\venv\Lib\site-packages\charset_normalizer\__pycache__	file	models.cpython-311.pyc	18047
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\venv\Lib\site-packages\charset_normalizer\__pycache__	file	utils.cpython-311.pyc	16407
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\venv\Lib\site-packages\charset_normalizer\__pycache__	file	version.cpython-311.pyc	349
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\venv\Lib\site-packages\charset_normalizer\__pycache__	file	__init__.cpython-311.pyc	1857
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\venv\Lib\site-packages\charset_normalizer\__pycache__	file	__main__.cpython-311.pyc	343
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\venv\Lib\site-packages\charset_normalizer-3.3.2.dist-info	file	entry_points.txt	65
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\venv\Lib\site-packages\charset_normalizer-3.3.2.dist-info	file	INSTALLER	4
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\venv\Lib\site-packages\charset_normalizer-3.3.2.dist-info	file	LICENSE	1090
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\venv\Lib\site-packages\charset_normalizer-3.3.2.dist-info	file	METADATA	34233
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\venv\Lib\site-packages\charset_normalizer-3.3.2.dist-info	file	RECORD	2764
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\venv\Lib\site-packages\charset_normalizer-3.3.2.dist-info	file	top_level.txt	19
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\venv\Lib\site-packages\charset_normalizer-3.3.2.dist-info	file	WHEEL	102
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\venv\Lib\site-packages\idna	file	codec.py	3426
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\venv\Lib\site-packages\idna	file	compat.py	321
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\venv\Lib\site-packages\idna	file	core.py	12884
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\venv\Lib\site-packages\idna	file	idnadata.py	78320
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\venv\Lib\site-packages\idna	file	intranges.py	1881
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\venv\Lib\site-packages\idna	file	package_data.py	21
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\venv\Lib\site-packages\idna	file	py.typed	0
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\venv\Lib\site-packages\idna	file	uts46data.py	206503
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\venv\Lib\site-packages\idna	file	__init__.py	849
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\venv\Lib\site-packages\idna	directory	__pycache__	295030
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\venv\Lib\site-packages\idna\__pycache__	file	codec.cpython-311.pyc	5782
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\venv\Lib\site-packages\idna\__pycache__	file	compat.cpython-311.pyc	1012
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\venv\Lib\site-packages\idna\__pycache__	file	core.cpython-311.pyc	19232
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\venv\Lib\site-packages\idna\__pycache__	file	idnadata.cpython-311.pyc	101541
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\venv\Lib\site-packages\idna\__pycache__	file	intranges.cpython-311.pyc	2980
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\venv\Lib\site-packages\idna\__pycache__	file	package_data.cpython-311.pyc	215
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\venv\Lib\site-packages\idna\__pycache__	file	uts46data.cpython-311.pyc	163173
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\venv\Lib\site-packages\idna\__pycache__	file	__init__.cpython-311.pyc	1095
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\venv\Lib\site-packages\idna-3.8.dist-info	file	INSTALLER	4
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\venv\Lib\site-packages\idna-3.8.dist-info	file	LICENSE.md	1541
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\venv\Lib\site-packages\idna-3.8.dist-info	file	METADATA	9948
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\venv\Lib\site-packages\idna-3.8.dist-info	file	RECORD	1378
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\venv\Lib\site-packages\idna-3.8.dist-info	file	WHEEL	81
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\venv\Lib\site-packages\pip	file	py.typed	286
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\venv\Lib\site-packages\pip	file	__init__.py	355
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\venv\Lib\site-packages\pip	file	__main__.py	854
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\venv\Lib\site-packages\pip	file	__pip-runner__.py	1450
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\venv\Lib\site-packages\pip	directory	_internal	2543184
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\venv\Lib\site-packages\pip	directory	_vendor	8765264
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\venv\Lib\site-packages\pip	directory	__pycache__	4195
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\venv\Lib\site-packages\pip\_internal	file	build_env.py	10420
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\venv\Lib\site-packages\pip\_internal	file	cache.py	10369
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\venv\Lib\site-packages\pip\_internal	file	configuration.py	14006
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\venv\Lib\site-packages\pip\_internal	file	exceptions.py	25371
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\venv\Lib\site-packages\pip\_internal	file	main.py	340
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\venv\Lib\site-packages\pip\_internal	file	pyproject.py	7287
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\venv\Lib\site-packages\pip\_internal	file	self_outdated_check.py	8145
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\venv\Lib\site-packages\pip\_internal	file	wheel_builder.py	11799
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\venv\Lib\site-packages\pip\_internal	file	__init__.py	513
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\venv\Lib\site-packages\pip\_internal	directory	cli	208274
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\venv\Lib\site-packages\pip\_internal	directory	commands	285674
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\venv\Lib\site-packages\pip\_internal	directory	distributions	29501
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\venv\Lib\site-packages\pip\_internal	directory	index	145337
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\venv\Lib\site-packages\pip\_internal	directory	locations	69588
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\venv\Lib\site-packages\pip\_internal	directory	metadata	159605
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\venv\Lib\site-packages\pip\_internal	directory	models	123355
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\venv\Lib\site-packages\pip\_internal	directory	network	145288
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\venv\Lib\site-packages\pip\_internal	directory	operations	205456
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\venv\Lib\site-packages\pip\_internal	directory	req	234602
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\venv\Lib\site-packages\pip\_internal	directory	resolution	277452
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\venv\Lib\site-packages\pip\_internal	directory	utils	301236
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\venv\Lib\site-packages\pip\_internal	directory	vcs	144913
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\venv\Lib\site-packages\pip\_internal	directory	__pycache__	124653
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\venv\Lib\site-packages\pip\_internal\cli	file	autocompletion.py	6865
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\venv\Lib\site-packages\pip\_internal\cli	file	base_command.py	8289
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\venv\Lib\site-packages\pip\_internal\cli	file	cmdoptions.py	30110
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\venv\Lib\site-packages\pip\_internal\cli	file	command_context.py	774
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\venv\Lib\site-packages\pip\_internal\cli	file	index_command.py	5633
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\venv\Lib\site-packages\pip\_internal\cli	file	main.py	2817
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\venv\Lib\site-packages\pip\_internal\cli	file	main_parser.py	4338
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\venv\Lib\site-packages\pip\_internal\cli	file	parser.py	10811
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\venv\Lib\site-packages\pip\_internal\cli	file	progress_bars.py	2713
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\venv\Lib\site-packages\pip\_internal\cli	file	req_command.py	12250
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\venv\Lib\site-packages\pip\_internal\cli	file	spinners.py	5118
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\venv\Lib\site-packages\pip\_internal\cli	file	status_codes.py	116
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\venv\Lib\site-packages\pip\_internal\cli	file	__init__.py	132
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\venv\Lib\site-packages\pip\_internal\cli	directory	__pycache__	118308
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\venv\Lib\site-packages\pip\_internal\cli\__pycache__	file	autocompletion.cpython-311.pyc	10437
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\venv\Lib\site-packages\pip\_internal\cli\__pycache__	file	base_command.cpython-311.pyc	11632
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\venv\Lib\site-packages\pip\_internal\cli\__pycache__	file	cmdoptions.cpython-311.pyc	33809
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\venv\Lib\site-packages\pip\_internal\cli\__pycache__	file	command_context.cpython-311.pyc	2121
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\venv\Lib\site-packages\pip\_internal\cli\__pycache__	file	index_command.cpython-311.pyc	7933
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\venv\Lib\site-packages\pip\_internal\cli\__pycache__	file	main.cpython-311.pyc	2593
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\venv\Lib\site-packages\pip\_internal\cli\__pycache__	file	main_parser.cpython-311.pyc	5535
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\venv\Lib\site-packages\pip\_internal\cli\__pycache__	file	parser.cpython-311.pyc	17023
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\venv\Lib\site-packages\pip\_internal\cli\__pycache__	file	progress_bars.cpython-311.pyc	4599
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\venv\Lib\site-packages\pip\_internal\cli\__pycache__	file	req_command.cpython-311.pyc	13092
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\venv\Lib\site-packages\pip\_internal\cli\__pycache__	file	spinners.cpython-311.pyc	8848
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\venv\Lib\site-packages\pip\_internal\cli\__pycache__	file	status_codes.cpython-311.pyc	387
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\venv\Lib\site-packages\pip\_internal\cli\__pycache__	file	__init__.cpython-311.pyc	299
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\venv\Lib\site-packages\pip\_internal\commands	file	cache.py	7944
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\venv\Lib\site-packages\pip\_internal\commands	file	check.py	2268
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\venv\Lib\site-packages\pip\_internal\commands	file	completion.py	4287
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\venv\Lib\site-packages\pip\_internal\commands	file	configuration.py	9766
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\venv\Lib\site-packages\pip\_internal\commands	file	debug.py	6797
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\venv\Lib\site-packages\pip\_internal\commands	file	download.py	5273
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\venv\Lib\site-packages\pip\_internal\commands	file	freeze.py	3203
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\venv\Lib\site-packages\pip\_internal\commands	file	hash.py	1703
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\venv\Lib\site-packages\pip\_internal\commands	file	help.py	1132
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\venv\Lib\site-packages\pip\_internal\commands	file	index.py	4731
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\venv\Lib\site-packages\pip\_internal\commands	file	inspect.py	3189
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\venv\Lib\site-packages\pip\_internal\commands	file	install.py	29428
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\venv\Lib\site-packages\pip\_internal\commands	file	list.py	12771
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\venv\Lib\site-packages\pip\_internal\commands	file	search.py	5628
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\venv\Lib\site-packages\pip\_internal\commands	file	show.py	7507
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\venv\Lib\site-packages\pip\_internal\commands	file	uninstall.py	3892
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\venv\Lib\site-packages\pip\_internal\commands	file	wheel.py	6414
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\venv\Lib\site-packages\pip\_internal\commands	file	__init__.py	3882
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\venv\Lib\site-packages\pip\_internal\commands	directory	__pycache__	165859
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\venv\Lib\site-packages\pip\_internal\commands\__pycache__	file	cache.cpython-311.pyc	10887
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\venv\Lib\site-packages\pip\_internal\commands\__pycache__	file	check.cpython-311.pyc	3021
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\venv\Lib\site-packages\pip\_internal\commands\__pycache__	file	completion.cpython-311.pyc	5637
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\venv\Lib\site-packages\pip\_internal\commands\__pycache__	file	configuration.cpython-311.pyc	14865
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\venv\Lib\site-packages\pip\_internal\commands\__pycache__	file	debug.cpython-311.pyc	12178
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\venv\Lib\site-packages\pip\_internal\commands\__pycache__	file	download.cpython-311.pyc	7861
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\venv\Lib\site-packages\pip\_internal\commands\__pycache__	file	freeze.cpython-311.pyc	4706
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\venv\Lib\site-packages\pip\_internal\commands\__pycache__	file	hash.cpython-311.pyc	3369
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\venv\Lib\site-packages\pip\_internal\commands\__pycache__	file	help.cpython-311.pyc	1981
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\venv\Lib\site-packages\pip\_internal\commands\__pycache__	file	index.cpython-311.pyc	7670
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\venv\Lib\site-packages\pip\_internal\commands\__pycache__	file	inspect.cpython-311.pyc	4458
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\venv\Lib\site-packages\pip\_internal\commands\__pycache__	file	install.cpython-311.pyc	31413
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\venv\Lib\site-packages\pip\_internal\commands\__pycache__	file	list.cpython-311.pyc	17719
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\venv\Lib\site-packages\pip\_internal\commands\__pycache__	file	search.cpython-311.pyc	8866
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\venv\Lib\site-packages\pip\_internal\commands\__pycache__	file	show.cpython-311.pyc	12280
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\venv\Lib\site-packages\pip\_internal\commands\__pycache__	file	uninstall.cpython-311.pyc	5163
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\venv\Lib\site-packages\pip\_internal\commands\__pycache__	file	wheel.cpython-311.pyc	9318
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\venv\Lib\site-packages\pip\_internal\commands\__pycache__	file	__init__.cpython-311.pyc	4467
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\venv\Lib\site-packages\pip\_internal\distributions	file	base.py	1783
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\venv\Lib\site-packages\pip\_internal\distributions	file	installed.py	842
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\venv\Lib\site-packages\pip\_internal\distributions	file	sdist.py	6751
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\venv\Lib\site-packages\pip\_internal\distributions	file	wheel.py	1317
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\venv\Lib\site-packages\pip\_internal\distributions	file	__init__.py	858
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\venv\Lib\site-packages\pip\_internal\distributions	directory	__pycache__	17950
