parent_directory	object_type	name	size_in_bytes 
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\project_new\virtual\Lib\site-packages\pip\_vendor\cachecontrol\__pycache__	file	compat.cpython-311.pyc	1158
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\project_new\virtual\Lib\site-packages\pip\_vendor\cachecontrol\__pycache__	file	controller.cpython-311.pyc	16473
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\project_new\virtual\Lib\site-packages\pip\_vendor\cachecontrol\__pycache__	file	filewrapper.cpython-311.pyc	4260
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\project_new\virtual\Lib\site-packages\pip\_vendor\cachecontrol\__pycache__	file	heuristics.cpython-311.pyc	6705
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\project_new\virtual\Lib\site-packages\pip\_vendor\cachecontrol\__pycache__	file	serialize.cpython-311.pyc	8420
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\project_new\virtual\Lib\site-packages\pip\_vendor\cachecontrol\__pycache__	file	wrapper.cpython-311.pyc	986
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\project_new\virtual\Lib\site-packages\pip\_vendor\cachecontrol\__pycache__	file	_cmd.cpython-311.pyc	2720
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\project_new\virtual\Lib\site-packages\pip\_vendor\cachecontrol\__pycache__	file	__init__.cpython-311.pyc	865
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\project_new\virtual\Lib\site-packages\pip\_vendor\certifi	file	cacert.pem	278952
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\project_new\virtual\Lib\site-packages\pip\_vendor\certifi	file	core.py	4279
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\project_new\virtual\Lib\site-packages\pip\_vendor\certifi	file	__init__.py	94
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\project_new\virtual\Lib\site-packages\pip\_vendor\certifi	file	__main__.py	255
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\project_new\virtual\Lib\site-packages\pip\_vendor\certifi	directory	__pycache__	4519
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\project_new\virtual\Lib\site-packages\pip\_vendor\certifi\__pycache__	file	core.cpython-311.pyc	3388
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\project_new\virtual\Lib\site-packages\pip\_vendor\certifi\__pycache__	file	__init__.cpython-311.pyc	365
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\project_new\virtual\Lib\site-packages\pip\_vendor\certifi\__pycache__	file	__main__.cpython-311.pyc	766
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\project_new\virtual\Lib\site-packages\pip\_vendor\chardet	file	big5freq.py	31274
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\project_new\virtual\Lib\site-packages\pip\_vendor\chardet	file	big5prober.py	1763
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\project_new\virtual\Lib\site-packages\pip\_vendor\chardet	file	chardistribution.py	10032
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\project_new\virtual\Lib\site-packages\pip\_vendor\chardet	file	charsetgroupprober.py	3915
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\project_new\virtual\Lib\site-packages\pip\_vendor\chardet	file	charsetprober.py	5420
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\project_new\virtual\Lib\site-packages\pip\_vendor\chardet	file	codingstatemachine.py	3732
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\project_new\virtual\Lib\site-packages\pip\_vendor\chardet	file	codingstatemachinedict.py	542
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\project_new\virtual\Lib\site-packages\pip\_vendor\chardet	file	cp949prober.py	1860
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\project_new\virtual\Lib\site-packages\pip\_vendor\chardet	file	enums.py	1683
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\project_new\virtual\Lib\site-packages\pip\_vendor\chardet	file	escprober.py	4006
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\project_new\virtual\Lib\site-packages\pip\_vendor\chardet	file	escsm.py	12176
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\project_new\virtual\Lib\site-packages\pip\_vendor\chardet	file	eucjpprober.py	3934
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\project_new\virtual\Lib\site-packages\pip\_vendor\chardet	file	euckrfreq.py	13566
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\project_new\virtual\Lib\site-packages\pip\_vendor\chardet	file	euckrprober.py	1753
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\project_new\virtual\Lib\site-packages\pip\_vendor\chardet	file	euctwfreq.py	36913
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\project_new\virtual\Lib\site-packages\pip\_vendor\chardet	file	euctwprober.py	1753
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\project_new\virtual\Lib\site-packages\pip\_vendor\chardet	file	gb2312freq.py	20735
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\project_new\virtual\Lib\site-packages\pip\_vendor\chardet	file	gb2312prober.py	1759
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\project_new\virtual\Lib\site-packages\pip\_vendor\chardet	file	hebrewprober.py	14537
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\project_new\virtual\Lib\site-packages\pip\_vendor\chardet	file	jisfreq.py	25796
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\project_new\virtual\Lib\site-packages\pip\_vendor\chardet	file	johabfreq.py	42498
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\project_new\virtual\Lib\site-packages\pip\_vendor\chardet	file	johabprober.py	1752
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\project_new\virtual\Lib\site-packages\pip\_vendor\chardet	file	jpcntx.py	27055
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\project_new\virtual\Lib\site-packages\pip\_vendor\chardet	file	langbulgarianmodel.py	104562
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\project_new\virtual\Lib\site-packages\pip\_vendor\chardet	file	langgreekmodel.py	98484
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\project_new\virtual\Lib\site-packages\pip\_vendor\chardet	file	langhebrewmodel.py	98196
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\project_new\virtual\Lib\site-packages\pip\_vendor\chardet	file	langhungarianmodel.py	101363
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\project_new\virtual\Lib\site-packages\pip\_vendor\chardet	file	langrussianmodel.py	128035
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\project_new\virtual\Lib\site-packages\pip\_vendor\chardet	file	langthaimodel.py	102774
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\project_new\virtual\Lib\site-packages\pip\_vendor\chardet	file	langturkishmodel.py	95372
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\project_new\virtual\Lib\site-packages\pip\_vendor\chardet	file	latin1prober.py	5380
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\project_new\virtual\Lib\site-packages\pip\_vendor\chardet	file	macromanprober.py	6077
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\project_new\virtual\Lib\site-packages\pip\_vendor\chardet	file	mbcharsetprober.py	3715
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\project_new\virtual\Lib\site-packages\pip\_vendor\chardet	file	mbcsgroupprober.py	2131
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\project_new\virtual\Lib\site-packages\pip\_vendor\chardet	file	mbcssm.py	30391
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\project_new\virtual\Lib\site-packages\pip\_vendor\chardet	file	resultdict.py	402
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\project_new\virtual\Lib\site-packages\pip\_vendor\chardet	file	sbcharsetprober.py	6400
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\project_new\virtual\Lib\site-packages\pip\_vendor\chardet	file	sbcsgroupprober.py	4137
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\project_new\virtual\Lib\site-packages\pip\_vendor\chardet	file	sjisprober.py	4007
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\project_new\virtual\Lib\site-packages\pip\_vendor\chardet	file	universaldetector.py	14848
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\project_new\virtual\Lib\site-packages\pip\_vendor\chardet	file	utf1632prober.py	8505
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\project_new\virtual\Lib\site-packages\pip\_vendor\chardet	file	utf8prober.py	2812
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\project_new\virtual\Lib\site-packages\pip\_vendor\chardet	file	version.py	244
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\project_new\virtual\Lib\site-packages\pip\_vendor\chardet	file	__init__.py	4797
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\project_new\virtual\Lib\site-packages\pip\_vendor\chardet	directory	cli	7835
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\project_new\virtual\Lib\site-packages\pip\_vendor\chardet	directory	metadata	24624
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\project_new\virtual\Lib\site-packages\pip\_vendor\chardet	directory	__pycache__	1000792
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\project_new\virtual\Lib\site-packages\pip\_vendor\chardet\cli	file	chardetect.py	3242
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\project_new\virtual\Lib\site-packages\pip\_vendor\chardet\cli	file	__init__.py	0
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\project_new\virtual\Lib\site-packages\pip\_vendor\chardet\cli	directory	__pycache__	4593
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\project_new\virtual\Lib\site-packages\pip\_vendor\chardet\cli\__pycache__	file	chardetect.cpython-311.pyc	4366
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\project_new\virtual\Lib\site-packages\pip\_vendor\chardet\cli\__pycache__	file	__init__.cpython-311.pyc	227
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\project_new\virtual\Lib\site-packages\pip\_vendor\chardet\metadata	file	languages.py	13560
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\project_new\virtual\Lib\site-packages\pip\_vendor\chardet\metadata	file	__init__.py	0
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\project_new\virtual\Lib\site-packages\pip\_vendor\chardet\metadata	directory	__pycache__	11064
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\project_new\virtual\Lib\site-packages\pip\_vendor\chardet\metadata\__pycache__	file	languages.cpython-311.pyc	10832
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\project_new\virtual\Lib\site-packages\pip\_vendor\chardet\metadata\__pycache__	file	__init__.cpython-311.pyc	232
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\project_new\virtual\Lib\site-packages\pip\_vendor\chardet\__pycache__	file	big5freq.cpython-311.pyc	27227
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\project_new\virtual\Lib\site-packages\pip\_vendor\chardet\__pycache__	file	big5prober.cpython-311.pyc	1702
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\project_new\virtual\Lib\site-packages\pip\_vendor\chardet\__pycache__	file	chardistribution.cpython-311.pyc	11294
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\project_new\virtual\Lib\site-packages\pip\_vendor\chardet\__pycache__	file	charsetgroupprober.cpython-311.pyc	4324
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\project_new\virtual\Lib\site-packages\pip\_vendor\chardet\__pycache__	file	charsetprober.cpython-311.pyc	5570
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\project_new\virtual\Lib\site-packages\pip\_vendor\chardet\__pycache__	file	codingstatemachine.cpython-311.pyc	4021
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\project_new\virtual\Lib\site-packages\pip\_vendor\chardet\__pycache__	file	codingstatemachinedict.cpython-311.pyc	977
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\project_new\virtual\Lib\site-packages\pip\_vendor\chardet\__pycache__	file	cp949prober.cpython-311.pyc	1711
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\project_new\virtual\Lib\site-packages\pip\_vendor\chardet\__pycache__	file	enums.cpython-311.pyc	3412
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\project_new\virtual\Lib\site-packages\pip\_vendor\chardet\__pycache__	file	escprober.cpython-311.pyc	4928
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\project_new\virtual\Lib\site-packages\pip\_vendor\chardet\__pycache__	file	escsm.cpython-311.pyc	12667
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\project_new\virtual\Lib\site-packages\pip\_vendor\chardet\__pycache__	file	eucjpprober.cpython-311.pyc	4754
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\project_new\virtual\Lib\site-packages\pip\_vendor\chardet\__pycache__	file	euckrfreq.cpython-311.pyc	12110
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\project_new\virtual\Lib\site-packages\pip\_vendor\chardet\__pycache__	file	euckrprober.cpython-311.pyc	1703
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\project_new\virtual\Lib\site-packages\pip\_vendor\chardet\__pycache__	file	euctwfreq.cpython-311.pyc	27232
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\project_new\virtual\Lib\site-packages\pip\_vendor\chardet\__pycache__	file	euctwprober.cpython-311.pyc	1703
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\project_new\virtual\Lib\site-packages\pip\_vendor\chardet\__pycache__	file	gb2312freq.cpython-311.pyc	19154
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\project_new\virtual\Lib\site-packages\pip\_vendor\chardet\__pycache__	file	gb2312prober.cpython-311.pyc	1718
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\project_new\virtual\Lib\site-packages\pip\_vendor\chardet\__pycache__	file	hebrewprober.cpython-311.pyc	5707
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\project_new\virtual\Lib\site-packages\pip\_vendor\chardet\__pycache__	file	jisfreq.cpython-311.pyc	22183
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\project_new\virtual\Lib\site-packages\pip\_vendor\chardet\__pycache__	file	johabfreq.cpython-311.pyc	84687
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\project_new\virtual\Lib\site-packages\pip\_vendor\chardet\__pycache__	file	johabprober.cpython-311.pyc	1709
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\project_new\virtual\Lib\site-packages\pip\_vendor\chardet\__pycache__	file	jpcntx.cpython-311.pyc	40191
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\project_new\virtual\Lib\site-packages\pip\_vendor\chardet\__pycache__	file	langbulgarianmodel.cpython-311.pyc	85861
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\project_new\virtual\Lib\site-packages\pip\_vendor\chardet\__pycache__	file	langgreekmodel.cpython-311.pyc	79283
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\project_new\virtual\Lib\site-packages\pip\_vendor\chardet\__pycache__	file	langhebrewmodel.cpython-311.pyc	80045
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\project_new\virtual\Lib\site-packages\pip\_vendor\chardet\__pycache__	file	langhungarianmodel.cpython-311.pyc	85815
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\project_new\virtual\Lib\site-packages\pip\_vendor\chardet\__pycache__	file	langrussianmodel.cpython-311.pyc	108762
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\project_new\virtual\Lib\site-packages\pip\_vendor\chardet\__pycache__	file	langthaimodel.cpython-311.pyc	80223
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\project_new\virtual\Lib\site-packages\pip\_vendor\chardet\__pycache__	file	langturkishmodel.cpython-311.pyc	80062
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\project_new\virtual\Lib\site-packages\pip\_vendor\chardet\__pycache__	file	latin1prober.cpython-311.pyc	7358
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\project_new\virtual\Lib\site-packages\pip\_vendor\chardet\__pycache__	file	macromanprober.cpython-311.pyc	7525
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\project_new\virtual\Lib\site-packages\pip\_vendor\chardet\__pycache__	file	mbcharsetprober.cpython-311.pyc	4146
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\project_new\virtual\Lib\site-packages\pip\_vendor\chardet\__pycache__	file	mbcsgroupprober.cpython-311.pyc	2016
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\project_new\virtual\Lib\site-packages\pip\_vendor\chardet\__pycache__	file	mbcssm.cpython-311.pyc	31756
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\project_new\virtual\Lib\site-packages\pip\_vendor\chardet\__pycache__	file	resultdict.cpython-311.pyc	795
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\project_new\virtual\Lib\site-packages\pip\_vendor\chardet\__pycache__	file	sbcharsetprober.cpython-311.pyc	6421
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\project_new\virtual\Lib\site-packages\pip\_vendor\chardet\__pycache__	file	sbcsgroupprober.cpython-311.pyc	2966
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\project_new\virtual\Lib\site-packages\pip\_vendor\chardet\__pycache__	file	sjisprober.cpython-311.pyc	4859
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\project_new\virtual\Lib\site-packages\pip\_vendor\chardet\__pycache__	file	universaldetector.cpython-311.pyc	12487
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\project_new\virtual\Lib\site-packages\pip\_vendor\chardet\__pycache__	file	utf1632prober.cpython-311.pyc	10607
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\project_new\virtual\Lib\site-packages\pip\_vendor\chardet\__pycache__	file	utf8prober.cpython-311.pyc	3494
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\project_new\virtual\Lib\site-packages\pip\_vendor\chardet\__pycache__	file	version.cpython-311.pyc	530
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\project_new\virtual\Lib\site-packages\pip\_vendor\chardet\__pycache__	file	__init__.cpython-311.pyc	5097
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\project_new\virtual\Lib\site-packages\pip\_vendor\colorama	file	ansi.py	2522
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\project_new\virtual\Lib\site-packages\pip\_vendor\colorama	file	ansitowin32.py	11128
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\project_new\virtual\Lib\site-packages\pip\_vendor\colorama	file	initialise.py	3325
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\project_new\virtual\Lib\site-packages\pip\_vendor\colorama	file	win32.py	6181
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\project_new\virtual\Lib\site-packages\pip\_vendor\colorama	file	winterm.py	7134
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\project_new\virtual\Lib\site-packages\pip\_vendor\colorama	file	__init__.py	266
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\project_new\virtual\Lib\site-packages\pip\_vendor\colorama	directory	tests	85708
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\project_new\virtual\Lib\site-packages\pip\_vendor\colorama	directory	__pycache__	42521
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\project_new\virtual\Lib\site-packages\pip\_vendor\colorama\tests	file	ansitowin32_test.py	10678
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\project_new\virtual\Lib\site-packages\pip\_vendor\colorama\tests	file	ansi_test.py	2839
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\project_new\virtual\Lib\site-packages\pip\_vendor\colorama\tests	file	initialise_test.py	6741
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\project_new\virtual\Lib\site-packages\pip\_vendor\colorama\tests	file	isatty_test.py	1866
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\project_new\virtual\Lib\site-packages\pip\_vendor\colorama\tests	file	utils.py	1079
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\project_new\virtual\Lib\site-packages\pip\_vendor\colorama\tests	file	winterm_test.py	3709
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\project_new\virtual\Lib\site-packages\pip\_vendor\colorama\tests	file	__init__.py	75
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\project_new\virtual\Lib\site-packages\pip\_vendor\colorama\tests	directory	__pycache__	58721
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\project_new\virtual\Lib\site-packages\pip\_vendor\colorama\tests\__pycache__	file	ansitowin32_test.cpython-311.pyc	21542
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\project_new\virtual\Lib\site-packages\pip\_vendor\colorama\tests\__pycache__	file	ansi_test.cpython-311.pyc	5875
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\project_new\virtual\Lib\site-packages\pip\_vendor\colorama\tests\__pycache__	file	initialise_test.cpython-311.pyc	14169
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\project_new\virtual\Lib\site-packages\pip\_vendor\colorama\tests\__pycache__	file	isatty_test.cpython-311.pyc	6734
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\project_new\virtual\Lib\site-packages\pip\_vendor\colorama\tests\__pycache__	file	utils.cpython-311.pyc	2909
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\project_new\virtual\Lib\site-packages\pip\_vendor\colorama\tests\__pycache__	file	winterm_test.cpython-311.pyc	7262
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\project_new\virtual\Lib\site-packages\pip\_vendor\colorama\tests\__pycache__	file	__init__.cpython-311.pyc	230
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\project_new\virtual\Lib\site-packages\pip\_vendor\colorama\__pycache__	file	ansi.cpython-311.pyc	4597
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\project_new\virtual\Lib\site-packages\pip\_vendor\colorama\__pycache__	file	ansitowin32.cpython-311.pyc	16243
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\project_new\virtual\Lib\site-packages\pip\_vendor\colorama\__pycache__	file	initialise.cpython-311.pyc	3960
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\project_new\virtual\Lib\site-packages\pip\_vendor\colorama\__pycache__	file	win32.cpython-311.pyc	7948
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\project_new\virtual\Lib\site-packages\pip\_vendor\colorama\__pycache__	file	winterm.cpython-311.pyc	9174
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\project_new\virtual\Lib\site-packages\pip\_vendor\colorama\__pycache__	file	__init__.cpython-311.pyc	599
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\project_new\virtual\Lib\site-packages\pip\_vendor\distlib	file	compat.py	41259
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\project_new\virtual\Lib\site-packages\pip\_vendor\distlib	file	database.py	51697
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\project_new\virtual\Lib\site-packages\pip\_vendor\distlib	file	index.py	20834
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\project_new\virtual\Lib\site-packages\pip\_vendor\distlib	file	locators.py	51991
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\project_new\virtual\Lib\site-packages\pip\_vendor\distlib	file	manifest.py	14811
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\project_new\virtual\Lib\site-packages\pip\_vendor\distlib	file	markers.py	5058
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\project_new\virtual\Lib\site-packages\pip\_vendor\distlib	file	metadata.py	39801
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\project_new\virtual\Lib\site-packages\pip\_vendor\distlib	file	resources.py	10820
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\project_new\virtual\Lib\site-packages\pip\_vendor\distlib	file	scripts.py	18102
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\project_new\virtual\Lib\site-packages\pip\_vendor\distlib	file	t32.exe	97792
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\project_new\virtual\Lib\site-packages\pip\_vendor\distlib	file	t64-arm.exe	182784
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\project_new\virtual\Lib\site-packages\pip\_vendor\distlib	file	t64.exe	108032
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\project_new\virtual\Lib\site-packages\pip\_vendor\distlib	file	util.py	66262
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\project_new\virtual\Lib\site-packages\pip\_vendor\distlib	file	version.py	23513
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\project_new\virtual\Lib\site-packages\pip\_vendor\distlib	file	w32.exe	91648
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\project_new\virtual\Lib\site-packages\pip\_vendor\distlib	file	w64-arm.exe	168448
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\project_new\virtual\Lib\site-packages\pip\_vendor\distlib	file	w64.exe	101888
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\project_new\virtual\Lib\site-packages\pip\_vendor\distlib	file	wheel.py	43898
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\project_new\virtual\Lib\site-packages\pip\_vendor\distlib	file	__init__.py	581
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\project_new\virtual\Lib\site-packages\pip\_vendor\distlib	directory	__pycache__	523688
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\project_new\virtual\Lib\site-packages\pip\_vendor\distlib\__pycache__	file	compat.cpython-311.pyc	52334
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\project_new\virtual\Lib\site-packages\pip\_vendor\distlib\__pycache__	file	database.cpython-311.pyc	72122
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\project_new\virtual\Lib\site-packages\pip\_vendor\distlib\__pycache__	file	index.cpython-311.pyc	26711
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\project_new\virtual\Lib\site-packages\pip\_vendor\distlib\__pycache__	file	locators.cpython-311.pyc	65887
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\project_new\virtual\Lib\site-packages\pip\_vendor\distlib\__pycache__	file	manifest.cpython-311.pyc	17054
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\project_new\virtual\Lib\site-packages\pip\_vendor\distlib\__pycache__	file	markers.cpython-311.pyc	8190
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\project_new\virtual\Lib\site-packages\pip\_vendor\distlib\__pycache__	file	metadata.cpython-311.pyc	47138
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\project_new\virtual\Lib\site-packages\pip\_vendor\distlib\__pycache__	file	resources.cpython-311.pyc	19017
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\project_new\virtual\Lib\site-packages\pip\_vendor\distlib\__pycache__	file	scripts.cpython-311.pyc	21293
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\project_new\virtual\Lib\site-packages\pip\_vendor\distlib\__pycache__	file	util.cpython-311.pyc	97472
